name,table,community,community_code,land,table_title,table_abbr,viv_e,index,poll,year,value,villages_value,near_value
debica,0100,debica,dbc,Autonomous,Exterritorial urban communities ,ext,snd,snd_dbc,500,1737,500,,
debica,0100,debica,dbc,Autonomous,Exterritorial urban communities ,ext,snd,snd_dbc,500,1738,500,,
debica,0100,debica,dbc,Autonomous,Exterritorial urban communities ,ext,snd,snd_dbc,500,1739,500,,
debica,0100,debica,dbc,Autonomous,Exterritorial urban communities ,ext,snd,snd_dbc,500,1746,500,,
debica,0100,debica,dbc,Autonomous,Exterritorial urban communities ,ext,snd,snd_dbc,500,1747,500,,
debica,0100,debica,dbc,Autonomous,Exterritorial urban communities ,ext,snd,snd_dbc,500,1748,500,,
debica,0100,debica,dbc,Autonomous,Exterritorial urban communities ,ext,snd,snd_dbc,500,1749,500,,
debica,0100,debica,dbc,Autonomous,Exterritorial urban communities ,ext,snd,snd_dbc,500,1751,500,,
debica,0100,debica,dbc,Autonomous,Exterritorial urban communities ,ext,snd,snd_dbc,500,1752,500,,
debica,0100,debica,dbc,Autonomous,Exterritorial urban communities ,ext,snd,snd_dbc,500,1753,500,,
debica,0100,debica,dbc,Autonomous,Exterritorial urban communities ,ext,snd,snd_dbc,500,1755,500,,
debica,0100,debica,dbc,Autonomous,Exterritorial urban communities ,ext,snd,snd_dbc,500,1758,500,,
debica,0100,debica,dbc,Autonomous,Exterritorial urban communities ,ext,snd,snd_dbc,500,1760,500,,
debica,0100,debica,dbc,Autonomous,Exterritorial urban communities ,ext,snd,snd_dbc,500,1761,500,,
debica,0100,debica,dbc,Autonomous,Exterritorial urban communities ,ext,snd,snd_dbc,500,1762,500,,
debica,0100,debica,dbc,Autonomous,Exterritorial urban communities ,ext,snd,snd_dbc,500,1764,500,,
jablonka,0100,ciechanowiec,cchnwc,Autonomous,Exterritorial urban communities ,ext,maz,maz_jblnk,100,1732,100,,
jablonka,0100,ciechanowiec,cchnwc,Autonomous,Exterritorial urban communities ,ext,maz,maz_jblnk,100,1733,100,,
jablonka,0100,ciechanowiec,cchnwc,Autonomous,Exterritorial urban communities ,ext,maz,maz_jblnk,100,1734,100,,
jablonka,0100,ciechanowiec,cchnwc,Autonomous,Exterritorial urban communities ,ext,maz,maz_jblnk,100,1735,100,,
jablonka,0100,ciechanowiec,cchnwc,Autonomous,Exterritorial urban communities ,ext,maz,maz_jblnk,100,1736,100,,
jablonka,0100,ciechanowiec,cchnwc,Autonomous,Exterritorial urban communities ,ext,maz,maz_jblnk,100,1737,100,,
grodzisk,0100,ciechanowiec,cchnwc,Autonomous,Exterritorial urban communities ,ext,maz,maz_grdzsk,80,1739,80,,
jozefow,0100,jezefow,jzfw,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_jzfw,400,1724,400,,
jozefow,0100,jezefow,jzfw,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_jzfw,400,1725,248,,
jozefow,0100,jezefow,jzfw,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_jzfw,400,1729,400,,
jozefow,0100,jezefow,jzfw,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_jzfw,400,1731,400,,
jozefow,0100,jezefow,jzfw,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_jzfw,400,1732,400,,
jozefow,0100,jezefow,jzfw,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_jzfw,400,1733,400,,
jozefow,0100,jezefow,jzfw,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_jzfw,400,1734,400,,
jozefow,0100,jezefow,jzfw,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_jzfw,400,1735,400,,
jozefow,0100,jezefow,jzfw,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_jzfw,400,1736,400,,
jozefow,0100,jezefow,jzfw,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_jzfw,400,1737,400,,
jozefow,0100,jezefow,jzfw,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_jzfw,400,1738,400,,
jozefow,0100,jezefow,jzfw,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_jzfw,400,1739,400,,
jozefow,0100,jezefow,jzfw,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_jzfw,400,1742,400,,
jozefow,0100,jezefow,jzfw,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_jzfw,400,1748,400,,
jozefow,0100,jezefow,jzfw,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_jzfw,400,1749,400,,
jozefow,0100,jezefow,jzfw,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_jzfw,400,1757,400,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1717,3174,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1718,3172,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1719,2462,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1720,2904,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1721,4200,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1722,2285,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1723,3992,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1724,2441,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1725,5262,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1726,4150,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1727,4330,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1728,6390,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1729,6713,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1731,7135,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1732,4758,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1733,1803,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1734,1803,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1735,6223,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1736,3668,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1737,3819,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1738,3929,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1739,3819,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1741,4760,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1742,4400,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1743,4413,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1744,4161,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1745,4493,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1746,4493,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1747,4493,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1748,5693,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1749,4488,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1751,5430,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1752,5174,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1753,4456,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1754,4973,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1755,5164,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1756,4562,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1758,3904,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1760,3732,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1761,3675,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1762,1033,,
kazimierz,0100,krakow,krkw,Autonomous,Exterritorial urban communities ,ext,krk,krk_kzmrz,2375,1763,2375,,
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1723,228,,
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1724,221,,
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1725,2322,,
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1726,1708,,
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1727,2468,,
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1728,2614,,
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1729,3221,,
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1731,1154,,
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1732,1443,,2196
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1733,1773,,1100
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1734,1066,,1100
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1735,970,,1100
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1736,400,,900
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1741,505,660,1810
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1742,246,,1730
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1744,620,530,2900
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1745,300,622,2297
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1746,260,292,2210
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1747,160,210,3131
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1748,1200,398,500
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1749,1518,192,1127
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1751,1430,186,308
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1752,424,470,938
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1753,2332,,
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1754,960,,
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1755,236,72,2288
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1756,1814,,
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1758,1107,,
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1760,1935,,
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1761,1540,,
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1762,2051,,
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1763,423,,
lublin,0100,lublin,lbln,Autonomous,Exterritorial urban communities ,ext,lbl,lbl_lbln,30,1764,30,,620
miedzyrzecz_podlaski,0100,miedzyrzecz_podlaski,mdzyrzczpdlsk,Autonomous,Exterritorial urban communities ,ext,pdl,pdl_mdzyrzcz_pdlsk,600,1721,1200,,
miedzyrzecz_podlaski,0100,miedzyrzecz_podlaski,mdzyrzczpdlsk,Autonomous,Exterritorial urban communities ,ext,pdl,pdl_mdzyrzcz_pdlsk,600,1722,1390,,
miedzyrzecz_podlaski,0100,miedzyrzecz_podlaski,mdzyrzczpdlsk,Autonomous,Exterritorial urban communities ,ext,pdl,pdl_mdzyrzcz_pdlsk,600,1723,1200,,
miedzyrzecz_podlaski,0100,miedzyrzecz_podlaski,mdzyrzczpdlsk,Autonomous,Exterritorial urban communities ,ext,pdl,pdl_mdzyrzcz_pdlsk,600,1724,1200,,
miedzyrzecz_podlaski,0100,miedzyrzecz_podlaski,mdzyrzczpdlsk,Autonomous,Exterritorial urban communities ,ext,pdl,pdl_mdzyrzcz_pdlsk,600,1733,1218,,
miedzyrzecz_podlaski,0100,miedzyrzecz_podlaski,mdzyrzczpdlsk,Autonomous,Exterritorial urban communities ,ext,pdl,pdl_mdzyrzcz_pdlsk,600,1734,1218,,
miedzyrzecz_podlaski,0100,miedzyrzecz_podlaski,mdzyrzczpdlsk,Autonomous,Exterritorial urban communities ,ext,pdl,pdl_mdzyrzcz_pdlsk,600,1736,1200,,
miedzyrzecz_podlaski,0100,miedzyrzecz_podlaski,mdzyrzczpdlsk,Autonomous,Exterritorial urban communities ,ext,pdl,pdl_mdzyrzcz_pdlsk,600,1744,1200,,
miedzyrzecz_podlaski,0100,miedzyrzecz_podlaski,mdzyrzczpdlsk,Autonomous,Exterritorial urban communities ,ext,pdl,pdl_mdzyrzcz_pdlsk,600,1745,1200,,
miedzyrzecz_podlaski,0100,miedzyrzecz_podlaski,mdzyrzczpdlsk,Autonomous,Exterritorial urban communities ,ext,pdl,pdl_mdzyrzcz_pdlsk,600,1748,1663,,
miedzyrzecz_podlaski,0100,miedzyrzecz_podlaski,mdzyrzczpdlsk,Autonomous,Exterritorial urban communities ,ext,pdl,pdl_mdzyrzcz_pdlsk,600,1753,400,,
miedzyrzecz_podlaski,0100,miedzyrzecz_podlaski,mdzyrzczpdlsk,Autonomous,Exterritorial urban communities ,ext,pdl,pdl_mdzyrzcz_pdlsk,600,1754,600,,
miedzyrzecz_podlaski,0100,miedzyrzecz_podlaski,mdzyrzczpdlsk,Autonomous,Exterritorial urban communities ,ext,pdl,pdl_mdzyrzcz_pdlsk,600,1755,200,,
miedzyrzecz_podlaski,0100,miedzyrzecz_podlaski,mdzyrzczpdlsk,Autonomous,Exterritorial urban communities ,ext,pdl,pdl_mdzyrzcz_pdlsk,600,1760,800,,
miedzyrzecz_podlaski,0100,miedzyrzecz_podlaski,mdzyrzczpdlsk,Autonomous,Exterritorial urban communities ,ext,pdl,pdl_mdzyrzcz_pdlsk,600,1761,600,,
miedzyrzecz_podlaski,0100,miedzyrzecz_podlaski,mdzyrzczpdlsk,Autonomous,Exterritorial urban communities ,ext,pdl,pdl_mdzyrzcz_pdlsk,600,1762,600,,
miedzyrzecz_podlaski,0100,miedzyrzecz_podlaski,mdzyrzczpdlsk,Autonomous,Exterritorial urban communities ,ext,pdl,pdl_mdzyrzcz_pdlsk,600,1764,600,,
poznan,0100,poznan,pznn,Autonomous,Exterritorial urban communities ,ext,pzn,pzn_pznn,3417,1717,3322,,
poznan,0100,poznan,pznn,Autonomous,Exterritorial urban communities ,ext,pzn,pzn_pznn,3417,1718,3322,,
poznan,0100,poznan,pznn,Autonomous,Exterritorial urban communities ,ext,pzn,pzn_pznn,3417,1721,2067,,
poznan,0100,poznan,pznn,Autonomous,Exterritorial urban communities ,ext,pzn,pzn_pznn,3417,1722,2068,,
poznan,0100,poznan,pznn,Autonomous,Exterritorial urban communities ,ext,pzn,pzn_pznn,3417,1723,2536,,
poznan,0100,poznan,pznn,Autonomous,Exterritorial urban communities ,ext,pzn,pzn_pznn,3417,1727,1760,,
poznan,0100,poznan,pznn,Autonomous,Exterritorial urban communities ,ext,pzn,pzn_pznn,3417,1739,2358,,
poznan,0100,poznan,pznn,Autonomous,Exterritorial urban communities ,ext,pzn,pzn_pznn,3417,1743,3340,,
poznan,0100,poznan,pznn,Autonomous,Exterritorial urban communities ,ext,pzn,pzn_pznn,3417,1745,3100,,
poznan,0100,poznan,pznn,Autonomous,Exterritorial urban communities ,ext,pzn,pzn_pznn,3417,1747,4292,,
poznan,0100,poznan,pznn,Autonomous,Exterritorial urban communities ,ext,pzn,pzn_pznn,3417,1748,3110,,
poznan,0100,poznan,pznn,Autonomous,Exterritorial urban communities ,ext,pzn,pzn_pznn,3417,1749,3064,,
poznan,0100,poznan,pznn,Autonomous,Exterritorial urban communities ,ext,pzn,pzn_pznn,3417,1751,4616,,
poznan,0100,poznan,pznn,Autonomous,Exterritorial urban communities ,ext,pzn,pzn_pznn,3417,1753,3118,,
poznan,0100,poznan,pznn,Autonomous,Exterritorial urban communities ,ext,pzn,pzn_pznn,3417,1754,2720,,
poznan,0100,poznan,pznn,Autonomous,Exterritorial urban communities ,ext,pzn,pzn_pznn,3417,1755,3528,,
poznan,0100,poznan,pznn,Autonomous,Exterritorial urban communities ,ext,pzn,pzn_pznn,3417,1756,3623,,
poznan,0100,poznan,pznn,Autonomous,Exterritorial urban communities ,ext,pzn,pzn_pznn,3417,1758,3485,,
poznan,0100,poznan,pznn,Autonomous,Exterritorial urban communities ,ext,pzn,pzn_pznn,3417,1760,3521,,
poznan,0100,poznan,pznn,Autonomous,Exterritorial urban communities ,ext,pzn,pzn_pznn,3417,1761,3417,,
wysokie_mazowieckie,0100,ciechanowiec,cchnwc,Autonomous,Exterritorial urban communities ,ext,maz,maz_wysk_mzwck,280,1729,100,179,
wysokie_mazowieckie,0100,ciechanowiec,cchnwc,Autonomous,Exterritorial urban communities ,ext,maz,maz_wysk_mzwck,280,1733,110,108,
wysokie_mazowieckie,0100,ciechanowiec,cchnwc,Autonomous,Exterritorial urban communities ,ext,maz,maz_wysk_mzwck,280,1734,160,83,
wysokie_mazowieckie,0100,ciechanowiec,cchnwc,Autonomous,Exterritorial urban communities ,ext,maz,maz_wysk_mzwck,280,1735,170,65,
wysokie_mazowieckie,0100,ciechanowiec,cchnwc,Autonomous,Exterritorial urban communities ,ext,maz,maz_wysk_mzwck,280,1737,170,89,
wysokie_mazowieckie,0100,ciechanowiec,cchnwc,Autonomous,Exterritorial urban communities ,ext,maz,maz_wysk_mzwck,280,1739,170,124,
wysokie_mazowieckie,0100,ciechanowiec,cchnwc,Autonomous,Exterritorial urban communities ,ext,maz,maz_wysk_mzwck,280,1741,200,159,
wysokie_mazowieckie,0100,ciechanowiec,cchnwc,Autonomous,Exterritorial urban communities ,ext,maz,maz_wysk_mzwck,280,1749,280,165,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1717,2888,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1718,2886,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1719,1801,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1720,2469,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1721,2139,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1722,2112,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1723,1368,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1724,1871,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1733,1683,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1734,1686,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1735,1560,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1736,1560,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1737,1628,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1738,1671,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1739,1622,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1741,1279,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1742,818,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1743,1638,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1744,1728,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1745,2068,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1746,2068,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1747,1968,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1748,2008,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1749,1743,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1751,2883,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1752,1153,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1753,1172,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1754,1200,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1755,2874,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1756,1563,,
przemysl,0100,przemysl,przmysl,Autonomous,Exterritorial urban communities ,ext,rus,rus_przmysl,2000,1757,1408,,
