table,index,year,value,geometry,potential,villages_value,near_value,name,voivodeship,land,community,community_code,table_abbr
0100,lbl_jzfw,1739,400,2565773.54316302|6530620.18388892,400,0,0,jozefow,lbl,Autonomous,jezefow,jzfw,ext
0100,lbl_jzfw,1742,400,2565773.54316302|6530620.18388892,400,0,0,jozefow,lbl,Autonomous,jezefow,jzfw,ext
0100,lbl_jzfw,1748,400,2565773.54316302|6530620.18388892,400,0,0,jozefow,lbl,Autonomous,jezefow,jzfw,ext
0100,lbl_jzfw,1749,400,2565773.54316302|6530620.18388892,400,0,0,jozefow,lbl,Autonomous,jezefow,jzfw,ext
0100,lbl_jzfw,1757,400,2565773.54316302|6530620.18388892,400,0,0,jozefow,lbl,Autonomous,jezefow,jzfw,ext
0100,krk_kzmrz,1717,3174,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1718,3172,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1719,2462,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1720,2904,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1721,4200,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1722,2285,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1723,3992,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1724,2441,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1725,5262,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1726,4150,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1727,4330,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1728,6390,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1729,6713,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1731,7135,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1732,4758,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1733,1803,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1734,1803,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1735,6223,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1736,3668,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1737,3819,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1738,3929,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1739,3819,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1741,4760,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1742,4400,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1743,4413,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1744,4161,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1745,4493,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1746,4493,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1747,4493,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1748,5693,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1749,4488,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1751,5430,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1752,5174,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1753,4456,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1754,4973,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1755,5164,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1756,4562,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1758,3904,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1760,3732,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1761,3675,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1762,1033,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,krk_kzmrz,1763,2375,2220452.83934886|6455220.57903561,2375,0,0,kazimierz,krk,Autonomous,krakow,krkw,ext
0100,lbl_lbln,1723,228,2512670.44114656|6666133.30945296,30,0,0,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1724,221,2512670.44114656|6666133.30945296,30,0,0,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1725,2322,2512670.44114656|6666133.30945296,30,0,0,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1726,1708,2512670.44114656|6666133.30945296,30,0,0,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1727,2468,2512670.44114656|6666133.30945296,30,0,0,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1728,2614,2512670.44114656|6666133.30945296,30,0,0,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1729,3221,2512670.44114656|6666133.30945296,30,0,0,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1731,1154,2512670.44114656|6666133.30945296,30,0,0,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1732,1443,2512670.44114656|6666133.30945296,30,0,2196,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1733,1773,2512670.44114656|6666133.30945296,30,0,1100,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1734,1066,2512670.44114656|6666133.30945296,30,0,1100,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1735,970,2512670.44114656|6666133.30945296,30,0,1100,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1736,400,2512670.44114656|6666133.30945296,30,0,900,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1741,505,2512670.44114656|6666133.30945296,30,660,1810,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1742,246,2512670.44114656|6666133.30945296,30,0,1730,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1744,620,2512670.44114656|6666133.30945296,30,530,2900,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1745,300,2512670.44114656|6666133.30945296,30,622,2297,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1746,260,2512670.44114656|6666133.30945296,30,292,2210,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1747,160,2512670.44114656|6666133.30945296,30,210,3131,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1748,1200,2512670.44114656|6666133.30945296,30,398,500,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1749,1518,2512670.44114656|6666133.30945296,30,192,1127,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1751,1430,2512670.44114656|6666133.30945296,30,186,308,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1752,424,2512670.44114656|6666133.30945296,30,470,938,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1753,2332,2512670.44114656|6666133.30945296,30,0,0,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1754,960,2512670.44114656|6666133.30945296,30,0,0,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1755,236,2512670.44114656|6666133.30945296,30,72,2288,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1756,1814,2512670.44114656|6666133.30945296,30,0,0,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1758,1107,2512670.44114656|6666133.30945296,30,0,0,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1760,1935,2512670.44114656|6666133.30945296,30,0,0,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1761,1540,2512670.44114656|6666133.30945296,30,0,0,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1762,2051,2512670.44114656|6666133.30945296,30,0,0,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1763,423,2512670.44114656|6666133.30945296,30,0,0,lublin,lbl,Autonomous,lublin,lbln,ext
0100,lbl_lbln,1764,30,2512670.44114656|6666133.30945296,30,0,620,lublin,lbl,Autonomous,lublin,lbln,ext
0100,pdl_mdzyrzcz_pdlsk,1721,1200,2536420.13256192|6797290.30143852,600,0,0,miedzyrzecz_podlaski,pdl,Autonomous,miedzyrzecz_podlaski,mdzyrzczpdlsk,ext
0100,pdl_mdzyrzcz_pdlsk,1722,1390,2536420.13256192|6797290.30143852,600,0,0,miedzyrzecz_podlaski,pdl,Autonomous,miedzyrzecz_podlaski,mdzyrzczpdlsk,ext
0100,pdl_mdzyrzcz_pdlsk,1723,1200,2536420.13256192|6797290.30143852,600,0,0,miedzyrzecz_podlaski,pdl,Autonomous,miedzyrzecz_podlaski,mdzyrzczpdlsk,ext
0100,pdl_mdzyrzcz_pdlsk,1724,1200,2536420.13256192|6797290.30143852,600,0,0,miedzyrzecz_podlaski,pdl,Autonomous,miedzyrzecz_podlaski,mdzyrzczpdlsk,ext
0100,pdl_mdzyrzcz_pdlsk,1733,1218,2536420.13256192|6797290.30143852,600,0,0,miedzyrzecz_podlaski,pdl,Autonomous,miedzyrzecz_podlaski,mdzyrzczpdlsk,ext
0100,pdl_mdzyrzcz_pdlsk,1734,1218,2536420.13256192|6797290.30143852,600,0,0,miedzyrzecz_podlaski,pdl,Autonomous,miedzyrzecz_podlaski,mdzyrzczpdlsk,ext
0100,pdl_mdzyrzcz_pdlsk,1736,1200,2536420.13256192|6797290.30143852,600,0,0,miedzyrzecz_podlaski,pdl,Autonomous,miedzyrzecz_podlaski,mdzyrzczpdlsk,ext
0100,pdl_mdzyrzcz_pdlsk,1744,1200,2536420.13256192|6797290.30143852,600,0,0,miedzyrzecz_podlaski,pdl,Autonomous,miedzyrzecz_podlaski,mdzyrzczpdlsk,ext
0100,pdl_mdzyrzcz_pdlsk,1745,1200,2536420.13256192|6797290.30143852,600,0,0,miedzyrzecz_podlaski,pdl,Autonomous,miedzyrzecz_podlaski,mdzyrzczpdlsk,ext
0100,pdl_mdzyrzcz_pdlsk,1748,1663,2536420.13256192|6797290.30143852,600,0,0,miedzyrzecz_podlaski,pdl,Autonomous,miedzyrzecz_podlaski,mdzyrzczpdlsk,ext
0100,pdl_mdzyrzcz_pdlsk,1753,400,2536420.13256192|6797290.30143852,600,0,0,miedzyrzecz_podlaski,pdl,Autonomous,miedzyrzecz_podlaski,mdzyrzczpdlsk,ext
0100,pdl_mdzyrzcz_pdlsk,1754,600,2536420.13256192|6797290.30143852,600,0,0,miedzyrzecz_podlaski,pdl,Autonomous,miedzyrzecz_podlaski,mdzyrzczpdlsk,ext
0100,pdl_mdzyrzcz_pdlsk,1755,200,2536420.13256192|6797290.30143852,600,0,0,miedzyrzecz_podlaski,pdl,Autonomous,miedzyrzecz_podlaski,mdzyrzczpdlsk,ext
0100,pdl_mdzyrzcz_pdlsk,1760,800,2536420.13256192|6797290.30143852,600,0,0,miedzyrzecz_podlaski,pdl,Autonomous,miedzyrzecz_podlaski,mdzyrzczpdlsk,ext
0100,pdl_mdzyrzcz_pdlsk,1761,600,2536420.13256192|6797290.30143852,600,0,0,miedzyrzecz_podlaski,pdl,Autonomous,miedzyrzecz_podlaski,mdzyrzczpdlsk,ext
0100,pdl_mdzyrzcz_pdlsk,1762,600,2536420.13256192|6797290.30143852,600,0,0,miedzyrzecz_podlaski,pdl,Autonomous,miedzyrzecz_podlaski,mdzyrzczpdlsk,ext
0100,pdl_mdzyrzcz_pdlsk,1764,600,2536420.13256192|6797290.30143852,600,0,0,miedzyrzecz_podlaski,pdl,Autonomous,miedzyrzecz_podlaski,mdzyrzczpdlsk,ext
0100,pzn_pznn,1717,3322,1885272.47259427|6874565.89600669,3417,0,0,poznan,pzn,Autonomous,poznan,pznn,ext
0100,pzn_pznn,1718,3322,1885272.47259427|6874565.89600669,3417,0,0,poznan,pzn,Autonomous,poznan,pznn,ext
0100,pzn_pznn,1721,2067,1885272.47259427|6874565.89600669,3417,0,0,poznan,pzn,Autonomous,poznan,pznn,ext
0100,pzn_pznn,1722,2068,1885272.47259427|6874565.89600669,3417,0,0,poznan,pzn,Autonomous,poznan,pznn,ext
0100,pzn_pznn,1723,2536,1885272.47259427|6874565.89600669,3417,0,0,poznan,pzn,Autonomous,poznan,pznn,ext
0100,pzn_pznn,1727,1760,1885272.47259427|6874565.89600669,3417,0,0,poznan,pzn,Autonomous,poznan,pznn,ext
0100,pzn_pznn,1739,2358,1885272.47259427|6874565.89600669,3417,0,0,poznan,pzn,Autonomous,poznan,pznn,ext
0100,pzn_pznn,1743,3340,1885272.47259427|6874565.89600669,3417,0,0,poznan,pzn,Autonomous,poznan,pznn,ext
0100,pzn_pznn,1745,3100,1885272.47259427|6874565.89600669,3417,0,0,poznan,pzn,Autonomous,poznan,pznn,ext
0100,pzn_pznn,1747,4292,1885272.47259427|6874565.89600669,3417,0,0,poznan,pzn,Autonomous,poznan,pznn,ext
0100,pzn_pznn,1748,3110,1885272.47259427|6874565.89600669,3417,0,0,poznan,pzn,Autonomous,poznan,pznn,ext
0100,pzn_pznn,1749,3064,1885272.47259427|6874565.89600669,3417,0,0,poznan,pzn,Autonomous,poznan,pznn,ext
0100,pzn_pznn,1751,4616,1885272.47259427|6874565.89600669,3417,0,0,poznan,pzn,Autonomous,poznan,pznn,ext
0100,pzn_pznn,1753,3118,1885272.47259427|6874565.89600669,3417,0,0,poznan,pzn,Autonomous,poznan,pznn,ext
0100,pzn_pznn,1754,2720,1885272.47259427|6874565.89600669,3417,0,0,poznan,pzn,Autonomous,poznan,pznn,ext
0100,pzn_pznn,1755,3528,1885272.47259427|6874565.89600669,3417,0,0,poznan,pzn,Autonomous,poznan,pznn,ext
0100,pzn_pznn,1756,3623,1885272.47259427|6874565.89600669,3417,0,0,poznan,pzn,Autonomous,poznan,pznn,ext
0100,pzn_pznn,1758,3485,1885272.47259427|6874565.89600669,3417,0,0,poznan,pzn,Autonomous,poznan,pznn,ext
0100,pzn_pznn,1760,3521,1885272.47259427|6874565.89600669,3417,0,0,poznan,pzn,Autonomous,poznan,pznn,ext
0100,pzn_pznn,1761,3417,1885272.47259427|6874565.89600669,3417,0,0,poznan,pzn,Autonomous,poznan,pznn,ext
0100,maz_wysk_mzwck,1729,100,2503027.57394815|6968722.27383248,280,179,0,wysokie_mazowieckie,maz,Autonomous,ciechanowiec,cchnwc,ext
0100,maz_wysk_mzwck,1733,110,2503027.57394815|6968722.27383248,280,108,0,wysokie_mazowieckie,maz,Autonomous,ciechanowiec,cchnwc,ext
0100,maz_wysk_mzwck,1734,160,2503027.57394815|6968722.27383248,280,83,0,wysokie_mazowieckie,maz,Autonomous,ciechanowiec,cchnwc,ext
0100,maz_wysk_mzwck,1735,170,2503027.57394815|6968722.27383248,280,65,0,wysokie_mazowieckie,maz,Autonomous,ciechanowiec,cchnwc,ext
0100,maz_wysk_mzwck,1737,170,2503027.57394815|6968722.27383248,280,89,0,wysokie_mazowieckie,maz,Autonomous,ciechanowiec,cchnwc,ext
0100,maz_wysk_mzwck,1739,170,2503027.57394815|6968722.27383248,280,124,0,wysokie_mazowieckie,maz,Autonomous,ciechanowiec,cchnwc,ext
0100,maz_wysk_mzwck,1741,200,2503027.57394815|6968722.27383248,280,159,0,wysokie_mazowieckie,maz,Autonomous,ciechanowiec,cchnwc,ext
0100,maz_wysk_mzwck,1749,280,2503027.57394815|6968722.27383248,280,165,0,wysokie_mazowieckie,maz,Autonomous,ciechanowiec,cchnwc,ext
0100,rus_przmysl,1717,2888,2534974.15061266|6408841.24330848,2000,0,0,przemysl,rus,Autonomous,przemysl,przmysl,ext
0100,rus_przmysl,1718,2886,2534974.15061266|6408841.24330848,2000,0,0,przemysl,rus,Autonomous,przemysl,przmysl,ext
0100,rus_przmysl,1719,1801,2534974.15061266|6408841.24330848,2000,0,0,przemysl,rus,Autonomous,przemysl,przmysl,ext
0100,rus_przmysl,1720,2469,2534974.15061266|6408841.24330848,2000,0,0,przemysl,rus,Autonomous,przemysl,przmysl,ext
0100,rus_przmysl,1721,2139,2534974.15061266|6408841.24330848,2000,0,0,przemysl,rus,Autonomous,przemysl,przmysl,ext
0100,rus_przmysl,1722,2112,2534974.15061266|6408841.24330848,2000,0,0,przemysl,rus,Autonomous,przemysl,przmysl,ext
0100,rus_przmysl,1723,1368,2534974.15061266|6408841.24330848,2000,0,0,przemysl,rus,Autonomous,przemysl,przmysl,ext
0100,rus_przmysl,1724,1871,2534974.15061266|6408841.24330848,2000,0,0,przemysl,rus,Autonomous,przemysl,przmysl,ext
0100,rus_przmysl,1733,1683,2534974.15061266|6408841.24330848,2000,0,0,przemysl,rus,Autonomous,przemysl,przmysl,ext
0100,rus_przmysl,1734,1686,2534974.15061266|6408841.24330848,2000,0,0,przemysl,rus,Autonomous,przemysl,przmysl,ext
0100,rus_przmysl,1735,1560,2534974.15061266|6408841.24330848,2000,0,0,przemysl,rus,Autonomous,przemysl,przmysl,ext
